1,557,325.99,126.60,71.15,190.10,0.8266,-1,-1,-1
1,620,93.58,146.33,42.05,153.05,0.8422,-1,-1,-1
1,621,0.18,121.22,36.90,208.53,0.8054,-1,-1,-1
1,622,0.07,114.43,21.47,161.92,0.3766,-1,-1,-1
1,629,603.83,40.40,35.89,437.67,0.4545,-1,-1,-1
1,630,9.29,156.28,39.24,168.86,0.3770,-1,-1,-1
1,636,605.81,41.63,33.95,296.00,0.5472,-1,-1,-1
1,637,0.21,107.52,51.11,218.06,0.8057,-1,-1,-1
1,641,182.96,165.20,24.86,116.57,0.3664,-1,-1,-1
1,642,77.86,110.17,87.71,255.57,0.8502,-1,-1,-1
1,644,161.92,146.80,56.87,207.53,0.8564,-1,-1,-1
1,645,259.31,199.24,16.33,57.02,0.3811,-1,-1,-1
1,646,227.11,174.33,17.80,25.97,0.3073,-1,-1,-1
1,647,224.34,151.18,52.66,148.36,0.8343,-1,-1,-1
1,648,374.02,176.16,22.42,69.72,0.3838,-1,-1,-1
1,649,54.19,135.74,43.01,127.52,0.3639,-1,-1,-1
1,650,382.12,109.48,99.35,283.05,0.8751,-1,-1,-1
1,651,0.20,256.16,21.70,53.91,0.4299,-1,-1,-1
1,652,274.04,167.24,41.45,101.89,0.8786,-1,-1,-1
1,653,295.14,171.04,24.01,71.49,0.4909,-1,-1,-1
1,654,180.99,162.89,21.12,34.24,0.3274,-1,-1,-1
1,655,307.66,185.60,16.85,76.48,0.4095,-1,-1,-1
1,656,0.43,341.42,117.68,561.82,0.8441,-1,-1,-1
1,657,1700.27,390.84,160.25,337.90,0.8399,-1,-1,-1
1,658,256.68,457.55,98.76,245.05,0.7713,-1,-1,-1
1,659,123.84,505.36,87.59,237.98,0.6702,-1,-1,-1
1,660,1286.16,463.12,71.04,194.19,0.6513,-1,-1,-1
1,661,1255.85,537.41,59.56,119.70,0.6368,-1,-1,-1
1,662,1886.44,389.20,32.91,187.73,0.6178,-1,-1,-1
1,663,45.08,493.18,71.50,253.68,0.3286,-1,-1,-1
2,557,325.99,126.60,71.15,190.10,0.8266,-1,-1,-1
2,620,93.58,146.33,42.05,153.05,0.8422,-1,-1,-1
2,621,0.18,121.22,36.90,208.53,0.8054,-1,-1,-1
2,622,0.07,114.43,21.47,161.92,0.3766,-1,-1,-1
2,629,603.83,40.40,35.89,437.67,0.4545,-1,-1,-1
2,630,9.29,156.28,39.24,168.86,0.3770,-1,-1,-1
2,636,605.81,41.63,33.95,296.00,0.5472,-1,-1,-1
2,637,0.21,107.52,51.11,218.06,0.8057,-1,-1,-1
2,641,182.96,165.20,24.86,116.57,0.3664,-1,-1,-1
2,642,77.86,110.17,87.71,255.57,0.8502,-1,-1,-1
2,644,161.92,146.80,56.87,207.53,0.8564,-1,-1,-1
2,646,227.11,174.33,17.80,25.97,0.3073,-1,-1,-1
2,647,224.34,151.18,52.66,148.36,0.8343,-1,-1,-1
2,648,374.02,176.16,22.42,69.72,0.3838,-1,-1,-1
2,649,54.19,135.74,43.01,127.52,0.3639,-1,-1,-1
2,650,382.12,109.48,99.35,283.05,0.8751,-1,-1,-1
2,651,0.20,256.16,21.70,53.91,0.4299,-1,-1,-1
2,652,274.04,167.24,41.45,101.89,0.8786,-1,-1,-1
2,653,295.14,171.04,24.01,71.49,0.4909,-1,-1,-1
2,654,180.99,162.89,21.12,34.24,0.3274,-1,-1,-1
2,655,307.66,185.60,16.85,76.48,0.4095,-1,-1,-1
2,656,0.37,329.07,121.32,573.99,0.8487,-1,-1,-1
2,657,1688.71,390.90,164.72,338.49,0.8534,-1,-1,-1
2,658,265.23,458.05,90.65,245.56,0.7694,-1,-1,-1
2,659,122.28,504.37,81.86,239.32,0.6512,-1,-1,-1
2,660,1293.82,460.24,62.23,199.08,0.5185,-1,-1,-1
2,661,1259.40,539.04,57.58,119.12,0.6210,-1,-1,-1
2,662,1880.19,385.75,39.27,192.26,0.6444,-1,-1,-1
2,663,45.08,493.18,71.50,253.68,0.3286,-1,-1,-1
3,557,325.99,126.60,71.15,190.10,0.8266,-1,-1,-1
3,620,93.58,146.33,42.05,153.05,0.8422,-1,-1,-1
3,621,0.18,121.22,36.90,208.53,0.8054,-1,-1,-1
3,622,0.07,114.43,21.47,161.92,0.3766,-1,-1,-1
3,629,603.83,40.40,35.89,437.67,0.4545,-1,-1,-1
3,630,9.29,156.28,39.24,168.86,0.3770,-1,-1,-1
3,636,605.81,41.63,33.95,296.00,0.5472,-1,-1,-1
3,637,0.21,107.52,51.11,218.06,0.8057,-1,-1,-1
3,641,182.96,165.20,24.86,116.57,0.3664,-1,-1,-1
3,642,77.86,110.17,87.71,255.57,0.8502,-1,-1,-1
3,644,161.92,146.80,56.87,207.53,0.8564,-1,-1,-1
3,646,227.11,174.33,17.80,25.97,0.3073,-1,-1,-1
3,647,224.34,151.18,52.66,148.36,0.8343,-1,-1,-1
3,648,374.02,176.16,22.42,69.72,0.3838,-1,-1,-1
3,649,54.19,135.74,43.01,127.52,0.3639,-1,-1,-1
3,650,382.12,109.48,99.35,283.05,0.8751,-1,-1,-1
3,651,0.20,256.16,21.70,53.91,0.4299,-1,-1,-1
3,652,274.04,167.24,41.45,101.89,0.8786,-1,-1,-1
3,653,295.14,171.04,24.01,71.49,0.4909,-1,-1,-1
3,654,180.99,162.89,21.12,34.24,0.3274,-1,-1,-1
3,655,307.66,185.60,16.85,76.48,0.4095,-1,-1,-1
3,656,0.34,316.72,123.13,586.91,0.8604,-1,-1,-1
3,657,1684.43,391.31,167.75,339.15,0.8317,-1,-1,-1
3,658,266.75,457.37,89.40,246.33,0.7498,-1,-1,-1
3,659,119.74,503.03,86.82,240.09,0.6828,-1,-1,-1
3,660,1295.12,461.30,62.36,198.57,0.6083,-1,-1,-1
3,661,1260.89,540.56,54.25,117.65,0.6166,-1,-1,-1
3,662,1878.04,383.41,41.47,196.75,0.6869,-1,-1,-1
3,663,45.08,493.18,71.50,253.68,0.3286,-1,-1,-1
4,557,325.99,126.60,71.15,190.10,0.8266,-1,-1,-1
4,620,93.58,146.33,42.05,153.05,0.8422,-1,-1,-1
4,621,0.18,121.22,36.90,208.53,0.8054,-1,-1,-1
4,622,0.07,114.43,21.47,161.92,0.3766,-1,-1,-1
4,629,603.83,40.40,35.89,437.67,0.4545,-1,-1,-1
4,630,9.29,156.28,39.24,168.86,0.3770,-1,-1,-1
4,636,605.81,41.63,33.95,296.00,0.5472,-1,-1,-1
