1,711,1851.18,380.73,68.21,304.12,0.8426,-1,-1,-1
1,724,1843.01,397.44,60.90,221.91,0.3442,-1,-1,-1
1,765,1683.35,471.02,36.50,112.55,0.3191,-1,-1,-1
1,766,691.46,303.88,282.22,567.30,0.9132,-1,-1,-1
1,767,1609.49,399.59,82.61,270.80,0.8329,-1,-1,-1
1,768,1557.98,439.25,68.06,219.52,0.3092,-1,-1,-1
1,769,122.40,508.81,86.99,237.45,0.5825,-1,-1,-1
1,778,748.76,336.59,165.70,524.71,0.4761,-1,-1,-1
1,780,1345.14,454.57,43.45,194.47,0.4793,-1,-1,-1
1,781,25.34,522.74,90.02,230.13,0.3208,-1,-1,-1
1,783,1666.41,433.14,67.87,210.63,0.7178,-1,-1,-1
1,784,1287.13,441.92,60.91,215.35,0.7242,-1,-1,-1
1,785,1367.62,393.67,62.47,221.90,0.8010,-1,-1,-1
1,786,1469.60,418.08,78.37,174.15,0.8173,-1,-1,-1
1,787,1600.62,440.03,65.69,211.25,0.3755,-1,-1,-1
1,788,551.31,432.08,58.42,169.04,0.6654,-1,-1,-1
1,789,109.93,454.31,85.71,289.76,0.6037,-1,-1,-1
1,790,0.07,546.12,44.06,125.49,0.4471,-1,-1,-1
1,791,1842.79,378.76,76.64,303.97,0.7494,-1,-1,-1
1,792,1882.42,388.42,36.68,291.79,0.5350,-1,-1,-1
1,793,1418.54,458.04,104.68,197.01,0.7969,-1,-1,-1
1,794,808.10,331.61,92.60,282.49,0.3208,-1,-1,-1
1,795,471.74,427.71,66.60,175.07,0.8105,-1,-1,-1
1,796,734.99,424.99,47.51,167.34,0.6781,-1,-1,-1
1,797,634.11,417.87,44.42,151.86,0.6676,-1,-1,-1
1,798,685.29,411.89,58.22,195.58,0.6483,-1,-1,-1
1,799,1228.06,413.77,32.43,102.71,0.6472,-1,-1,-1
1,800,1174.83,412.58,33.30,105.05,0.6389,-1,-1,-1
1,801,1111.53,411.37,29.24,84.51,0.5497,-1,-1,-1
1,802,585.62,430.57,57.50,169.22,0.5051,-1,-1,-1
1,803,1201.18,415.57,23.97,97.00,0.3519,-1,-1,-1
2,711,1851.18,380.73,68.21,304.12,0.8426,-1,-1,-1
2,724,1843.01,397.44,60.90,221.91,0.3442,-1,-1,-1
2,765,1683.35,471.02,36.50,112.55,0.3191,-1,-1,-1
2,766,691.46,303.88,282.22,567.30,0.9132,-1,-1,-1
2,767,1609.49,399.59,82.61,270.80,0.8329,-1,-1,-1
2,769,122.40,508.81,86.99,237.45,0.5825,-1,-1,-1
2,778,748.76,336.59,165.70,524.71,0.4761,-1,-1,-1
2,780,1345.14,454.57,43.45,194.47,0.4793,-1,-1,-1
2,781,25.34,522.74,90.02,230.13,0.3208,-1,-1,-1
2,783,1666.41,433.14,67.87,210.63,0.7178,-1,-1,-1
2,784,1287.13,441.92,60.91,215.35,0.7242,-1,-1,-1
2,785,1365.33,393.63,62.28,221.25,0.8158,-1,-1,-1
2,786,1461.10,418.33,78.63,172.29,0.8548,-1,-1,-1
2,787,1600.62,440.03,65.69,211.25,0.3755,-1,-1,-1
2,788,544.60,434.17,57.13,165.79,0.6558,-1,-1,-1
2,789,109.93,454.31,85.71,289.76,0.6037,-1,-1,-1
2,790,0.07,546.12,44.06,125.49,0.4471,-1,-1,-1
2,791,1842.79,378.76,76.64,303.97,0.7494,-1,-1,-1
2,792,1882.42,388.42,36.68,291.79,0.5350,-1,-1,-1
2,793,1418.54,458.04,104.68,197.01,0.7969,-1,-1,-1
2,794,808.10,331.61,92.60,282.49,0.3208,-1,-1,-1
2,795,464.23,428.36,66.83,173.38,0.7910,-1,-1,-1
2,796,724.34,418.86,51.04,169.75,0.6373,-1,-1,-1
2,797,628.37,419.57,46.18,157.54,0.5952,-1,-1,-1
2,798,677.61,409.69,59.62,193.70,0.6262,-1,-1,-1
2,799,1220.15,408.91,32.89,102.87,0.4358,-1,-1,-1
2,800,1169.37,414.54,29.58,97.63,0.5363,-1,-1,-1
2,801,1106.04,411.11,29.25,84.36,0.5516,-1,-1,-1
2,802,574.49,422.85,66.40,174.78,0.5563,-1,-1,-1
2,803,1194.35,416.04,23.31,82.18,0.3751,-1,-1,-1
2,804,597.09,418.74,40.18,181.98,0.4163,-1,-1,-1
3,711,1851.18,380.73,68.21,304.12,0.8426,-1,-1,-1
3,724,1843.01,397.44,60.90,221.91,0.3442,-1,-1,-1
3,765,1683.35,471.02,36.50,112.55,0.3191,-1,-1,-1
3,766,691.46,303.88,282.22,567.30,0.9132,-1,-1,-1
3,767,1609.49,399.59,82.61,270.80,0.8329,-1,-1,-1
3,769,122.40,508.81,86.99,237.45,0.5825,-1,-1,-1
3,778,748.76,336.59,165.70,524.71,0.4761,-1,-1,-1
3,780,1345.14,454.57,43.45,194.47,0.4793,-1,-1,-1
3,781,25.34,522.74,90.02,230.13,0.3208,-1,-1,-1
3,783,1666.41,433.14,67.87,210.63,0.7178,-1,-1,-1
3,784,1287.13,441.92,60.91,215.35,0.7242,-1,-1,-1
3,785,1360.50,394.46,64.85,219.01,0.8187,-1,-1,-1
3,786,1457.90,419.87,75.04,171.19,0.7990,-1,-1,-1
3,787,1600.62,440.03,65.69,211.25,0.3755,-1,-1,-1
3,788,533.77,432.04,57.98,166.17,0.6860,-1,-1,-1
3,789,109.93,454.31,85.71,289.76,0.6037,-1,-1,-1
3,790,0.07,546.12,44.06,125.49,0.4471,-1,-1,-1
3,791,1842.79,378.76,76.64,303.97,0.7494,-1,-1,-1
3,792,1882.42,388.42,36.68,291.79,0.5350,-1,-1,-1
3,793,1418.54,458.04,104.68,197.01,0.7969,-1,-1,-1
3,794,808.10,331.61,92.60,282.49,0.3208,-1,-1,-1
3,795,456.63,427.26,66.57,175.11,0.8272,-1,-1,-1
3,796,715.67,422.38,51.67,170.93,0.5349,-1,-1,-1
3,797,623.28,421.94,43.38,152.27,0.6437,-1,-1,-1
3,798,666.73,412.09,68.37,191.08,0.7051,-1,-1,-1
3,799,1214.87,409.72,30.85,112.87,0.4069,-1,-1,-1
3,800,1161.95,412.45,33.04,105.86,0.5427,-1,-1,-1
3,801,1101.22,411.86,27.97,83.62,0.5343,-1,-1,-1
3,802,567.70,423.75,67.94,175.91,0.4771,-1,-1,-1
3,803,1194.35,416.04,23.31,82.18,0.3751,-1,-1,-1
3,804,591.19,411.80,38.18,183.30,0.3448,-1,-1,-1
3,805,1582.11,423.68,37.15,103.50,0.4599,-1,-1,-1
3,806,795.39,423.27,21.25,63.39,0.4101,-1,-1,-1
3,807,948.92,388.90,42.62,131.94,0.4030,-1,-1,-1
4,711,1851.18,380.73,68.21,304.12,0.8426,-1,-1,-1
4,724,1843.01,397.44,60.90,221.91,0.3442,-1,-1,-1
4,765,1683.35,471.02,36.50,112.55,0.3191,-1,-1,-1
4,766,691.46,303.88,282.22,567.30,0.9132,-1,-1,-1
4,767,1609.49,399.59,82.61,270.80,0.8329,-1,-1,-1
4,769,122.40,508.81,86.99,237.45,0.5825,-1,-1,-1
4,778,748.76,336.59,165.70,524.71,0.4761,-1,-1,-1
4,780,1345.14,454.57,43.45,194.47,0.4793,-1,-1,-1
4,781,25.34,522.74,90.02,230.13,0.3208,-1,-1,-1
4,783,1666.41,433.14,67.87,210.63,0.7178,-1,-1,-1
4,784,1287.13,441.92,60.91,215.35,0.7242,-1,-1,-1
4,785,1357.49,397.23,64.93,216.85,0.8066,-1,-1,-1
4,786,1453.98,421.78,72.58,172.61,0.8084,-1,-1,-1
4,787,1600.62,440.03,65.69,211.25,0.3755,-1,-1,-1
4,788,533.31,431.31,55.66,166.83,0.6678,-1,-1,-1
4,789,109.93,454.31,85.71,289.76,0.6037,-1,-1,-1
4,790,0.07,546.12,44.06,125.49,0.4471,-1,-1,-1
4,791,1842.79,378.76,76.64,303.97,0.7494,-1,-1,-1
4,792,1882.42,388.42,36.68,291.79,0.5350,-1,-1,-1
4,793,1418.54,458.04,104.68,197.01,0.7969,-1,-1,-1
4,794,808.10,331.61,92.60,282.49,0.3208,-1,-1,-1
4,795,450.56,429.39,65.52,174.54,0.8404,-1,-1,-1
4,796,715.67,422.38,51.67,170.93,0.5349,-1,-1,-1
4,797,614.99,420.33,46.22,158.62,0.6628,-1,-1,-1
4,798,661.74,410.43,78.04,188.63,0.6342,-1,-1,-1
4,799,1210.22,412.78,29.14,110.00,0.5436,-1,-1,-1
4,800,1156.65,417.80,30.76,104.56,0.5182,-1,-1,-1
4,801,1093.81,414.19,27.49,82.49,0.5549,-1,-1,-1
4,802,560.77,427.27,66.89,172.46,0.5769,-1,-1,-1
4,803,1194.35,416.04,23.31,82.18,0.3751,-1,-1,-1
4,804,591.19,411.80,38.18,183.30,0.3448,-1,-1,-1
4,805,1577.91,425.00,38.14,103.70,0.5275,-1,-1,-1
4,806,792.01,423.01,21.77,64.78,0.3445,-1,-1,-1
4,807,948.90,398.19,37.77,124.13,0.3833,-1,-1,-1
4,808,376.91,431.03,23.15,54.88,0.3275,-1,-1,-1
4,809,1179.54,414.27,25.23,99.44,0.3112,-1,-1,-1
5,711,1851.18,380.73,68.21,304.12,0.8426,-1,-1,-1
5,724,1843.01,397.44,60.90,221.91,0.3442,-1,-1,-1
5,765,1683.35,471.02,36.50,112.55,0.3191,-1,-1,-1
5,766,691.46,303.88,282.22,567.30,0.9132,-1,-1,-1
5,767,1609.49,399.59,82.61,270.80,0.8329,-1,-1,-1
5,769,122.40,508.81,86.99,237.45,0.5825,-1,-1,-1
5,778,748.76,336.59,165.70,524.71,0.4761,-1,-1,-1
5,780,1345.14,454.57,43.45,194.47,0.4793,-1,-1,-1
5,781,25.34,522.74,90.02,230.13,0.3208,-1,-1,-1
5,783,1666.41,433.14,67.87,210.63,0.7178,-1,-1,-1
5,784,1287.13,441.92,60.91,215.35,0.7242,-1,-1,-1
5,785,1353.64,407.30,66.43,219.26,0.8214,-1,-1,-1
5,786,1442.01,424.56,71.15,171.61,0.8130,-1,-1,-1
5,787,1600.62,440.03,65.69,211.25,0.3755,-1,-1,-1
5,788,521.33,434.04,58.74,168.58,0.6416,-1,-1,-1
5,789,109.93,454.31,85.71,289.76,0.6037,-1,-1,-1
5,790,0.07,546.12,44.06,125.49,0.4471,-1,-1,-1
5,791,1842.79,378.76,76.64,303.97,0.7494,-1,-1,-1
5,792,1882.42,388.42,36.68,291.79,0.5350,-1,-1,-1
5,793,1418.54,458.04,104.68,197.01,0.7969,-1,-1,-1
5,794,808.10,331.61,92.60,282.49,0.3208,-1,-1,-1
5,795,437.36,430.98,67.34,175.59,0.8206,-1,-1,-1
5,796,715.67,422.38,51.67,170.93,0.5349,-1,-1,-1
5,797,604.63,421.04,46.12,171.92,0.5539,-1,-1,-1
5,798,651.71,414.60,77.11,198.07,0.7027,-1,-1,-1
5,799,1210.22,412.78,29.14,110.00,0.5436,-1,-1,-1
5,800,1147.03,420.56,35.25,101.71,0.3685,-1,-1,-1
